epoch,steps,accuracy_cosinus,accuracy_manhatten,accuracy_euclidean
0,1000,0.9839602670574825,0.9840416870216577,0.9840416870216577
0,2000,0.9888454649079954,0.9891711447646963,0.9894968246213972
0,3000,0.9903110242631493,0.9910438039407262,0.9910438039407262
0,4000,0.9907995440482006,0.9911252239049014,0.9911252239049014
0,5000,0.9908809640123758,0.9914509037616024,0.9916137436899528
0,6000,0.991695163654128,0.9920208435108289,0.9921022634750041
0,-1,0.991695163654128,0.9921022634750041,0.9921022634750041
